id,relativeReadability,lexicalDiversity,topTopicSimilarity,syllableRate,PRP$,VBG,VBD,VBN,VBP,WDT,JJ,WP,VBZ,DT,NN,TO,PRP,RB,NNS,NNP,VB,WRB,CC,CD,EX,IN,WP$,MD,JJS,JJR,``,'',:,topic-0,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29,heat
PHe0bXAIuk0-180,0.9480489838811065,0.5486725663716814,0.36666666666666664,2.908,0.004,0.018,0.004,0.009,0.062,0.009,0.062,0.004,0.062,0.093,0.142,0.04,0.062,0.022,0.088,0.04,0.044,0.013,0.066,0.004,0.004,0.088,0,0.013,0.009,0.013,0,0,0.009,5,0.22703162039095573,0.33805275845163657,0.3283769658651074,5,5,5,0.5313667974262318,0.915824566336901,5,5,5,0.3269271096804076,0.35450944318069955,0.42860052432834467,5,0.9183850627453278,5,5,5,5,5,5,0.38171210685808643,5,5,5,5,0.9224296061201677,5,0.124
PHe0bXAIuk0-270,0.918947242808476,0.5327102803738317,0.43333333333333335,2.792,0.009,0.009,0,0.019,0.019,0.009,0.047,0,0.112,0.103,0.224,0.042,0.065,0.056,0.028,0.005,0.051,0.023,0.037,0.014,0,0.075,0,0.014,0,0.009,0,0,0,0.44292691917974114,5,0.5612983790517246,0.3189327320542908,0.4442117634057536,0.45115453678997275,5,0.9019872227643926,0.9150380222514353,0.44955203609478916,5,0.8277433212184171,0.3762545082821855,0.8981279443732731,5,5,5,5,5,5,5,5,5,0.45314470141455154,5,5,5,5,5,0.5606289953603867,0.148
PHe0bXAIuk0-360,1.0235515980337266,0.5241935483870968,0.3,2.942,0.008,0.012,0.02,0.004,0.06,0.004,0.077,0.008,0.06,0.069,0.129,0.036,0.089,0.052,0.065,0.012,0.036,0.02,0.052,0.032,0,0.109,0,0,0.008,0.008,0,0,0.004,0.5134011884976164,5,5,0.8844665495027463,0.4989579242146418,0.5084057921061504,5,5,0.8756747044130797,5,0.39191439558150787,5,5,5,5,5,5,0.8844665495027463,5,5,5,5,5,5,5,5,0.5517132560391149,0.438671108110951,5,5,0.134
PHe0bXAIuk0-450,0.9468275793185233,0.4717741935483871,0.3,3.05,0.02,0.016,0,0.004,0.065,0.004,0.069,0,0.06,0.105,0.169,0.052,0.089,0.052,0.024,0.008,0.052,0.016,0.032,0,0.008,0.109,0,0.008,0,0.012,0,0,0,5,5,5,0.37701649969058265,0.43295401784059023,0.5484883371811766,5,0.3739284887254209,0.9141477400546654,5,0.41265052516655804,5,5,5,5,5,5,5,5,5,5,5,0.3763758231913757,5,5,0.4275896456524548,5,0.547325597644618,5,5,0.343
PHe0bXAIuk0-540,1.0222116504110563,0.502092050209205,0.3,3.092,0.008,0.013,0,0.017,0.042,0.013,0.05,0.008,0.079,0.113,0.205,0.017,0.063,0.071,0.021,0.021,0.033,0.013,0.038,0.017,0,0.126,0,0.013,0.004,0.008,0,0,0,0.9116004116056634,5,0.36396257275339805,0.26475710249134926,0.4437984945614412,5,0.8659187946496069,0.4123529538413841,0.4133208192891198,0.5584750669954902,0.905046696572978,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.352
PHe0bXAIuk0-630,1.0133777772224257,0.5663716814159292,0.3333333333333333,2.617,0.018,0.013,0,0.004,0.035,0,0.022,0,0.058,0.093,0.168,0.027,0.093,0.053,0.066,0.018,0.088,0.013,0.044,0.04,0,0.08,0,0.031,0,0.009,0,0,0,0.3299684135098594,5,0.42177058325838646,0.454585177240368,0.5610631087029709,0.3851006983859831,5,0.9104846952294499,0.5634906159851537,5,0.5904167532688507,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.8733883137928431,5,0.2744012669446945,0.122
PHe0bXAIuk0-720,0.9703437257629021,0.5981308411214953,0.4,2.733,0.005,0.014,0,0.014,0.065,0.005,0.047,0,0.051,0.084,0.196,0.028,0.033,0.047,0.098,0.019,0.056,0.014,0.042,0.005,0,0.103,0,0.014,0,0.028,0,0,0.009,0.3780526962337253,0.6886604562100286,0.5623951760092187,0.5603917417436252,0.3413906676410924,0.44588925151540504,5,5,5,5,0.7567608177892663,0.43953397060378263,5,0.3677103294010665,0.3725965137978079,5,0.4157233790102616,5,5,5,5,5,5,5,5,5,0.5435068521892006,5,5,5,0.118
PHe0bXAIuk0-810,1.084690584145918,0.558252427184466,0.43333333333333335,2.658,0,0.044,0,0.024,0.039,0.01,0.058,0,0.063,0.083,0.184,0.01,0.024,0.073,0.073,0.019,0.029,0.019,0.063,0.01,0.01,0.117,0,0.005,0,0.015,0,0,0,0.3290895691379304,5,5,0.3584867590909113,0.520900750259252,0.5660593802177991,5,0.8658228262345237,5,0.9016515336691904,0.33939709592438294,0.5627273692147653,0.8896342930301924,5,5,5,5,5,0.8761592871933369,5,5,5,5,0.562571140810079,5,5,0.8877294875215601,0.9132999668813007,5,5,0.22
PHe0bXAIuk0-900,0.9871685092439935,0.6398104265402843,0.3,2.675,0.009,0.038,0,0.014,0.057,0.009,0.052,0,0.047,0.076,0.152,0.043,0.033,0.066,0.118,0.019,0.062,0.005,0.033,0.005,0,0.085,0,0.005,0,0.014,0,0,0.019,0.26064653398729215,5,0.5547906703248191,5,0.4553075916258598,0.3050131376057434,5,5,5,0.38206545613102094,5,0.4545867657293628,0.9202296683130552,5,5,5,5,0.4522345101634807,5,0.42582128395539237,5,5,5,5,5,5,5,5,5,5,0.236
PHe0bXAIuk0-990,0.9522416826038196,0.6510416666666666,0.43333333333333335,2.375,0.005,0.026,0.016,0.026,0.042,0,0.047,0,0.036,0.104,0.172,0.026,0.016,0.062,0.12,0.042,0.052,0.005,0.052,0.016,0,0.089,0,0.01,0,0.005,0,0,0,0.3665877158816766,5,5,0.3691129681528296,0.5563376683179347,0.4256177495453328,0.21564085705056477,0.8946846036871575,5,0.3580577002810556,5,0.893334440921375,0.3466293686431931,5,5,5,5,5,0.5537174668308943,0.7888851325279104,5,5,0.8715285216223083,5,5,5,5,5,0.36987126305155993,5,0.175
PHe0bXAIuk0-1080,0.9701317088843149,0.5520361990950227,0.36666666666666664,2.925,0.014,0.032,0.018,0.045,0.054,0,0.032,0.005,0.045,0.109,0.131,0.027,0.023,0.086,0.095,0.023,0.05,0,0.041,0.036,0.005,0.095,0,0.018,0.005,0.005,0,0,0,0.33084511807881795,5,5,5,0.9021299576443906,5,0.6076547478646919,5,5,5,0.7483071645779457,0.9097036305715723,0.4234294459046626,0.2728824949287185,0.2754901318704286,5,5,5,5,0.5504040841103689,0.36194895117869025,5,5,0.527350181176365,5,5,5,5,5,5,0.169
PHe0bXAIuk0-1170,0.9558030910748793,0.6093023255813953,0.43333333333333335,2.567,0.028,0.009,0.005,0.042,0.065,0.005,0.065,0,0.042,0.079,0.126,0.037,0.042,0.042,0.126,0.009,0.065,0.009,0.056,0.014,0,0.065,0,0.019,0,0.019,0,0,0.005,0.2702350488807251,5,0.5622992383290671,5,0.3368819641185931,0.5740644504385995,5,5,5,0.9048598677697676,5,0.4351936960988875,0.3887826220341102,5,5,5,5,5,0.2997310042796842,0.5569169265112033,0.8700561637564739,0.8164768653134247,0.8700561637564739,5,0.9017100124251529,5,5,5,5,5,0.141
PHe0bXAIuk0-1260,1.0226777726034855,0.581081081081081,0.36666666666666664,2.783,0.023,0.018,0.027,0.027,0.018,0.009,0.045,0.005,0.086,0.099,0.198,0.032,0.045,0.081,0.032,0.023,0.054,0.005,0.041,0,0.005,0.086,0,0.005,0,0.023,0,0,0,0.296660433347482,5,5,5,0.5690631669941227,0.5659653105530075,5,5,5,0.3798250365643962,5,0.8777604200713897,5,0.9158467742560713,0.9158467742560713,5,5,0.9158467742560713,5,5,5,5,5,0.44094753468500436,0.5723369209412738,5,0.8127652749527965,5,5,5,0.227
PHe0bXAIuk0-1350,1.0182857160524215,0.543778801843318,0.26666666666666666,2.942,0.009,0.032,0,0.014,0.06,0.009,0.065,0.014,0.032,0.129,0.134,0.046,0.018,0.032,0.115,0.023,0.06,0.005,0.032,0.005,0,0.12,0,0.023,0,0.014,0,0,0,5,5,0.42241399543478103,5,0.8435584880176643,0.8952482484689538,5,0.39496280932167255,5,0.8949051156257057,5,0.8964840889589527,5,5,5,5,5,5,5,5,0.8676062048751847,5,5,5,0.2841906432714184,5,5,5,5,5,0.142
PHe0bXAIuk0-1440,0.9914967972504873,0.5851528384279476,0.36666666666666664,2.983,0.004,0.017,0.026,0.004,0.022,0.009,0.083,0.013,0.035,0.087,0.148,0.026,0.035,0.044,0.087,0.074,0.066,0.009,0.048,0.017,0,0.083,0,0.031,0.004,0,0,0,0,0.9108396296574897,0.6514791563931496,0.24003696165873972,0.5369065500255102,5,5,0.22977668234456664,5,5,0.3350350878360515,5,0.3844897823630734,5,5,5,5,0.8633486490800755,5,0.3624504549138837,5,5,0.26940578994241376,5,5,5,5,5,5,5,0.9075208305506338,0.205
PHe0bXAIuk0-1530,1.1973089111381363,0.5783783783783784,0.3333333333333333,2.717,0.005,0.032,0,0.016,0.022,0.005,0.119,0,0.054,0.135,0.178,0.032,0.027,0.049,0.065,0.027,0.059,0,0.027,0.005,0.005,0.07,0,0.032,0.005,0,0,0,0,0.3400983928002134,0.5117165372899464,0.8828201194125609,5,0.8828201194125609,0.5669093821023818,5,5,5,5,5,0.8946662169051776,5,5,5,5,5,5,5,0.5443885518536685,0.36975279841089176,5,0.38860065051275794,5,0.42712142994127367,5,5,5,5,5,0.278
PHe0bXAIuk0-1620,0.942861587772491,0.5177865612648221,0.4666666666666667,3.033,0,0.036,0,0.016,0.016,0,0.036,0.008,0.055,0.107,0.257,0.024,0.032,0.04,0.012,0.032,0.059,0,0.02,0.016,0,0.19,0,0.024,0,0.004,0,0,0,0.28065128167402575,0.36163013550057665,0.2933129514253414,0.431550573402264,0.35446062565937736,0.297164114540164,5,5,5,5,5,5,5,0.3690507625912816,0.3008098165065997,5,0.9158712629186357,5,5,0.9070363417739576,0.9250752671510708,5,5,5,5,5,0.8129412411273764,0.44349215318194324,5,0.5406558864947688,0.306
PHe0bXAIuk0-1710,1.0545725153564325,0.5598290598290598,0.43333333333333335,3.083,0.004,0.03,0.004,0.017,0.051,0,0.073,0,0.043,0.098,0.179,0.056,0.038,0.081,0.047,0.013,0.064,0.021,0.03,0.009,0.004,0.081,0,0.017,0,0.004,0,0,0,0.306143989552446,5,0.4340391478759137,5,5,0.9007306697311529,5,0.552274895997576,5,5,0.4289038607515367,0.543555589191051,0.5594666437155829,5,5,5,5,0.5395975738452239,5,0.43545698240345576,0.3731499885937847,5,0.8688564949706435,0.9042326186600889,5,5,5,0.5595959531546244,5,5,0.175
PHe0bXAIuk0-1800,1.0004867815816398,0.4811320754716981,0.2857142857142857,1.292,0.019,0.009,0,0.019,0.066,0.009,0.057,0.009,0.047,0.057,0.142,0.019,0.104,0.047,0.038,0.028,0.075,0,0.038,0,0,0.123,0,0.047,0.028,0,0,0,0,0.5460694717170154,5,5,5,5,0.5438871316695423,5,5,5,5,5,0.9064273175796544,5,5,5,0.5061114330484151,5,0.8877075500917251,5,0.835320375621586,5,5,5,5,5,5,5,5,5,5,0.24
PNKj529yY5c-0,0.9647795363604953,0.40641711229946526,0.23333333333333334,2.117,0.005,0.037,0.016,0.011,0.037,0.021,0.053,0.011,0.059,0.107,0.171,0.043,0.091,0.048,0.016,0,0.075,0.027,0.016,0.005,0,0.123,0,0.027,0,0,0,0,0,5,5,0.34255093336730774,5,5,5,5,0.431328561595951,5,5,5,5,5,5,5,0.8546945268939669,5,0.3783427125437345,5,5,0.5622879730087448,5,0.4218102114388515,0.546331880244012,5,5,5,5,5,5,0.1
PNKj529yY5c-90,0.8732855861892277,0.40468227424749165,0.16666666666666666,3.25,0.003,0.03,0.003,0.01,0.054,0.007,0.037,0.017,0.04,0.114,0.107,0.04,0.134,0.064,0.023,0.007,0.084,0.01,0.03,0.01,0.003,0.124,0,0.037,0,0.007,0,0,0,5,5,0.3027376918455027,5,0.42810830534402294,5,5,5,0.28488109704070874,5,5,5,5,5,5,5,5,0.5429911763496,5,5,0.511950955685241,5,5,5,5,5,5,5,5,5,0.1
PNKj529yY5c-180,0.8939164218286744,0.4388185654008439,0.23333333333333334,2.708,0,0.03,0,0.017,0.059,0.013,0.072,0.008,0.042,0.11,0.11,0.038,0.097,0.051,0.03,0.004,0.089,0.013,0.068,0.004,0.008,0.093,0,0.025,0,0.013,0,0,0,5,5,0.2648366047713722,0.4219571935589001,0.8978197931187981,5,0.8496093642569871,5,0.8475908851287632,5,5,5,5,5,5,0.8728671376192642,0.4311098165805024,5,5,5,5,5,5,5,5,5,5,5,5,5,0.1
PNKj529yY5c-270,0.9235819300636542,0.4653846153846154,0.26666666666666666,2.925,0,0.031,0.004,0.004,0.062,0.015,0.038,0,0.027,0.096,0.119,0.058,0.119,0.058,0.019,0.062,0.1,0.004,0.015,0.023,0,0.092,0,0.023,0,0.012,0,0,0.004,0.3795107973544547,0.3647583058921148,0.9160810944924139,0.9318901952227966,0.5742552051021176,0.5634847727534376,5,5,5,5,0.9318901952227966,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.9310849797878438,5,5,0.1
PNKj529yY5c-360,1.015198841899014,0.4972375690607735,0.36666666666666664,2.333,0.006,0.028,0.011,0.022,0.055,0.017,0.077,0.022,0.072,0.138,0.122,0.006,0.061,0.077,0.044,0.033,0.011,0.006,0.028,0.033,0.006,0.122,0,0.006,0,0,0,0,0,0.31254683415963586,0.3705641217284219,5,0.3385594561058528,0.35861561619063204,5,0.5667885253835525,5,5,5,0.5581154856268401,5,5,5,5,0.9278094500049098,0.41134137462043396,5,0.878667726414146,5,5,5,5,5,0.5783234568687988,5,5,0.923684419343416,5,5,0.1
PNKj529yY5c-450,1.0102820725216275,0.4592274678111588,0.36666666666666664,2.692,0.009,0.013,0.013,0.009,0.047,0.009,0.034,0,0.052,0.103,0.172,0.021,0.086,0.056,0.009,0.03,0.056,0.017,0.026,0.026,0.009,0.146,0,0.026,0,0.021,0,0,0,5,5,0.9141815759346512,0.3477647118096147,0.41844436601179436,0.43098779271966325,5,0.5522839386814732,5,5,5,5,5,5,5,0.44210511596794044,0.9036393438867167,5,5,5,0.5572615953597873,5,0.9204233870760132,5,5,5,5,0.9092288394035261,5,0.92240225096961,0.1
PNKj529yY5c-540,0.8024114459881038,0.42105263157894735,0.36363636363636365,1.433,0.023,0.038,0.008,0.015,0.075,0.015,0.06,0.023,0.06,0.068,0.113,0.053,0.105,0.06,0.008,0.008,0.068,0.008,0.038,0.038,0.008,0.105,0,0,0,0,0,0,0,5,5,0.5722305072397808,0.9107296470275161,5,5,0.7841418177929554,5,0.8822260524635823,5,5,5,5,5,5,5,0.8453734803079743,5,5,0.8690936041185033,5,5,5,0.9009887972749397,5,5,5,0.9096685821946013,5,5,0.1
PNKj529yY5c-630,1.132268478267419,0.5085714285714286,0.36666666666666664,2.042,0.006,0.017,0.051,0.011,0.029,0,0.069,0.006,0.029,0.149,0.16,0.029,0.074,0.057,0.023,0.023,0.023,0,0.029,0.046,0,0.137,0,0.006,0,0,0.006,0.006,0,5,5,0.8289982355520975,0.8312139175519795,0.5367840117176601,0.4102674700598222,5,0.41695603101964696,0.8444653781427452,5,5,0.6584409520553869,5,5,5,0.5340731084210009,5,5,5,5,5,5,5,0.7659276505895203,5,5,5,5,0.702748313829271,0.5091109067029173,0.1
PNKj529yY5c-720,0.9370941148996085,0.48292682926829267,0.23333333333333334,2.458,0.005,0.024,0.024,0.02,0.044,0.024,0.044,0.01,0.039,0.112,0.137,0.02,0.093,0.117,0.044,0.01,0.034,0.005,0.024,0.015,0,0.117,0,0.02,0.01,0,0,0,0.005,5,5,0.51519502145908,0.4273917082690677,5,5,5,0.5070839847361679,5,5,5,0.4909008090590568,5,5,5,0.5512169181728117,5,5,0.8947502871664865,5,5,5,5,5,5,0.5923731496769907,5,5,5,5,0.1
PNKj529yY5c-810,1.193422250350643,0.48951048951048953,0.2,1.692,0,0.007,0.007,0,0.014,0.007,0.063,0,0.035,0.098,0.266,0,0.084,0.035,0,0.063,0.042,0,0.049,0,0,0.196,0,0.035,0,0,0,0,0,5,5,5,0.9130059451383115,5,0.261255380588145,5,5,5,5,5,5,5,5,5,5,5,5,0.9130059451383115,5,0.5240745305394454,0.5486480937557103,5,5,5,5,0.3625216194341539,5,5,5,0.1
PNKj529yY5c-900,0.9834578863854436,0.4240506329113924,0.2857142857142857,1.8,0.019,0.006,0.006,0,0.032,0.013,0.057,0,0.063,0.12,0.127,0.032,0.07,0.07,0.038,0.019,0.051,0,0.025,0.025,0.025,0.184,0,0.013,0,0,0,0,0,5,5,0.8446532535230011,0.3653923576479437,0.5409051970306871,0.8898527765134929,5,5,5,5,0.9109677403888696,5,5,5,5,5,5,5,0.835988377316895,5,5,0.900568296294007,5,5,5,5,0.5309562471252997,5,5,5,0.1
PNKj529yY5c-990,1.2285552955182615,0.5434782608695652,0.3,2.233,0.027,0.005,0.005,0.022,0.076,0.005,0.049,0.022,0.038,0.065,0.092,0.016,0.109,0.06,0.022,0.082,0.098,0.016,0.011,0.054,0.005,0.071,0,0.038,0,0,0,0,0,0.3079805485591392,0.6545505427888866,0.9228774723334103,0.4567782576133285,5,5,5,0.9205315553765682,5,5,0.927288100775153,5,5,5,5,5,0.9368575709947083,5,0.9363912394464718,5,5,5,0.937294732172153,5,5,5,5,5,5,5,0.1
PNKj529yY5c-1080,1.1494956757990562,0.5,0.3333333333333333,1.808,0.006,0.013,0.019,0.019,0.057,0.006,0.082,0.032,0.051,0.108,0.158,0.032,0.076,0.051,0.025,0.076,0.044,0.006,0.019,0.025,0.006,0.07,0,0.013,0,0,0,0,0,0.32796259079597717,0.6152353418987649,5,0.3376465768445105,0.9235940911330515,5,5,5,5,5,5,5,5,0.44111567740429963,0.38742148760855133,5,0.39082348291884283,5,0.9053245842237015,5,5,5,5,5,5,5,5,0.47052552981981227,5,0.43909138586807595,0.1
PNKj529yY5c-1170,1.0540054124487468,0.42021276595744683,0.36363636363636365,2.175,0,0.005,0.016,0.016,0.069,0.021,0.027,0.016,0.037,0.112,0.112,0,0.106,0.059,0.048,0.021,0.053,0.005,0.085,0.027,0,0.112,0,0.043,0,0,0,0,0,0.5788170959234478,5,5,0.4351073910692464,0.5571421231760378,5,5,5,5,5,5,5,5,5,5,0.5677439793467334,0.895237848283266,5,0.5648068524898815,0.8983574164254596,5,5,5,5,5,5,0.5719317212550092,5,5,5,0.1
PNKj529yY5c-1260,0.952968306134564,0.38219895287958117,0.26666666666666666,2.142,0.01,0,0.005,0.042,0.063,0.016,0.042,0.005,0.042,0.12,0.136,0.021,0.094,0.052,0.021,0.021,0.052,0.016,0.073,0.016,0.01,0.11,0,0.026,0,0.005,0,0,0,5,5,0.35042034459663496,0.9141347053271685,5,5,5,5,5,5,5,5,5,5,5,0.9196956288666445,5,5,5,5,0.922693212613523,0.7679158921620414,5,0.8970650558976792,5,5,5,5,0.30511559177546116,0.8327686884446277,0.1
PNKj529yY5c-1350,0.9204393425943292,0.4777777777777778,0.23333333333333334,2.133,0.011,0.017,0.017,0.028,0.056,0.022,0.028,0.006,0.061,0.117,0.172,0.039,0.078,0.033,0.028,0.039,0.056,0.028,0.017,0.022,0,0.089,0,0.011,0.006,0,0,0,0,5,5,0.4246036067709855,0.907728210346511,5,5,5,5,5,5,0.8823499219889868,5,0.26256988822049143,5,5,5,5,5,5,5,5,5,0.4127014977996315,5,5,0.6735869831997935,5,5,0.8971467299335709,5,0.1
PNKj529yY5c-1440,1.1300552208845482,0.5381818181818182,0.16666666666666666,3.242,0.007,0.007,0.036,0.011,0.04,0.018,0.055,0.018,0.022,0.08,0.087,0.022,0.095,0.044,0.025,0.127,0.069,0.018,0.018,0.051,0.004,0.08,0,0.036,0.004,0.015,0,0,0,0.17822018264711642,0.1504142087038726,0.9168641377250487,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.45618969196827314,5,0.5886975272364763,5,5,5,5,5,5,0.1
PNKj529yY5c-1530,1.078063781608576,0.5172413793103449,0.36666666666666664,3.075,0,0.019,0.023,0.023,0.031,0.011,0.057,0.011,0.046,0.092,0.077,0.019,0.096,0.054,0.038,0.073,0.061,0.011,0.038,0.031,0.008,0.115,0,0.042,0.011,0,0,0,0,0.17098120984087062,0.15451105680726937,0.9236475322234755,5,5,0.3678868737865862,5,0.9328442930824283,0.35252528418482826,5,5,5,5,5,5,5,5,5,5,0.5606201735662713,5,0.894077743722839,5,0.9328442930824283,5,5,5,0.5708597652527446,5,0.8877047558015166,0.1
PNKj529yY5c-1620,1.1113426023406787,0.44651162790697674,0.26666666666666666,2.492,0,0,0.005,0.023,0.056,0,0.06,0.009,0.056,0.149,0.144,0.028,0.07,0.065,0.019,0.074,0.042,0.005,0.042,0.014,0,0.121,0,0.005,0.005,0,0,0,0.009,0.5713293973493186,0.6373742460838102,5,0.29757850576914885,5,5,5,5,5,5,5,5,5,5,0.3442714743911974,5,0.8782408178348781,5,0.41321261030481954,5,5,0.36963912197183274,5,5,5,5,5,5,5,0.5468619887171658,0.1
PNKj529yY5c-1710,1.180896619074851,0.47513812154696133,0.3333333333333333,1.983,0,0.011,0.033,0.011,0.044,0.006,0.066,0.011,0.066,0.138,0.11,0.011,0.061,0.044,0.028,0.039,0.011,0.006,0.072,0.066,0,0.138,0,0.006,0,0.006,0,0,0,0.5894325205557529,5,5,0.8012509467972724,0.4338939648451478,5,5,5,5,5,0.8914920777680871,5,5,5,0.3278632194540281,0.9025582622675642,0.8179121456572118,5,5,5,5,5,5,5,0.43969641693304284,5,0.8914920777680871,0.892625477777262,5,5,0.1
PNKj529yY5c-1800,1.0630063210259522,0.413265306122449,0.36666666666666664,2.058,0,0.005,0.02,0.026,0.051,0.01,0.031,0.005,0.056,0.153,0.117,0.02,0.077,0.097,0.02,0.026,0.041,0,0.051,0.041,0.005,0.112,0,0.02,0,0,0,0,0.01,5,5,0.4408054179934672,0.35424504708419136,0.5622853285080127,5,5,5,0.4317863446587406,5,0.8992063707511018,5,5,5,0.46050157107816414,5,5,5,0.9221862449436785,5,5,0.9292362124486102,5,5,5,0.7005763068933074,5,0.920129974762089,0.9145963358104996,5,0.1
PNKj529yY5c-1890,0.8810210169025867,0.43352601156069365,0.3,1.908,0.006,0.012,0.046,0.023,0.04,0.006,0.046,0.017,0.029,0.11,0.133,0.046,0.081,0.087,0.017,0.017,0.058,0,0.04,0.017,0,0.145,0,0.017,0,0,0,0,0,5,5,0.4354272241960973,0.3840588044312745,5,5,5,0.5680099012095645,5,5,0.4475307884153356,0.6680009333890461,5,5,5,0.9184800866382113,0.5539822895519986,5,0.5612850467273731,5,5,5,5,0.5642795042321087,5,5,5,5,5,5,0.1
PNKj529yY5c-1980,0.891842179435937,0.4351851851851852,0.23333333333333334,2.392,0.005,0.014,0.056,0.046,0.023,0.014,0.065,0.005,0.028,0.134,0.12,0.032,0.074,0.074,0.014,0.014,0.042,0.023,0.032,0.019,0.005,0.125,0,0.009,0.009,0,0,0,0,5,5,0.4424743122788914,0.5344706636669982,5,5,5,0.9114431569737156,5,5,5,5,0.36047529906419246,5,5,5,5,5,0.5383432484437731,5,5,5,5,0.9023180391733153,5,5,5,5,0.8825601602753362,5,0.1
PNKj529yY5c-2070,0.8659897119687134,0.46842105263157896,0.23333333333333334,2.025,0.005,0.016,0.105,0.021,0.005,0.016,0.053,0.011,0.021,0.079,0.132,0.005,0.111,0.063,0.016,0.021,0.058,0.016,0.042,0.042,0,0.121,0,0.026,0.005,0,0,0,0,5,5,0.5443514597112389,0.9240207008064244,5,5,5,0.5567470271856886,5,5,5,0.6247992823675337,5,5,5,5,5,0.9187140287490104,5,0.5625020280904487,5,5,0.8791764248286567,5,5,5,5,5,5,5,0.1
PNKj529yY5c-2160,0.9963984273167941,0.46296296296296297,0.23333333333333334,2.433,0,0.009,0.051,0.014,0.032,0.014,0.056,0.009,0.056,0.13,0.134,0.032,0.065,0.065,0.032,0.005,0.051,0.019,0.028,0.037,0,0.097,0,0.023,0.009,0,0,0,0,5,5,0.33475370493004447,5,0.9098925448640106,5,5,0.8396237459566973,5,5,0.9006725749764907,0.6685114706633554,0.5388313728823539,5,5,5,5,0.4148899060776085,5,5,5,5,5,5,5,5,5,5,5,5,0.1
PNKj529yY5c-2250,0.9489012495925951,0.5097087378640777,0.2,2.358,0.005,0.015,0.039,0.005,0.024,0.019,0.068,0.015,0.058,0.102,0.117,0.034,0.058,0.107,0.049,0.005,0.087,0.005,0.015,0.015,0.005,0.112,0,0.024,0,0.005,0,0,0,5,5,0.3793426057704776,5,5,5,5,5,5,0.42507953712338004,5,5,0.447237105083338,5,5,5,5,0.8906259249957242,5,0.5545466418786398,5,5,5,5,5,5,5,0.9096799204677065,5,5,0.1
PNKj529yY5c-2340,0.9859469043104537,0.44360902255639095,0.36666666666666664,2.95,0.004,0.015,0.015,0.041,0.045,0.008,0.03,0.026,0.045,0.098,0.135,0.03,0.071,0.064,0.049,0.023,0.056,0.011,0.034,0.038,0,0.124,0,0.008,0.008,0.004,0,0,0,5,5,0.900143395528326,0.8971169431206877,5,5,0.24579815319819842,0.5429449952459507,0.9026597893290755,5,0.33936319057590447,5,0.9217151162627508,5,5,5,5,0.3472745691763676,5,0.8999342943064982,0.41483996441086834,5,5,5,5,5,5,5,0.8203505177203527,5,0.1
PNKj529yY5c-2430,0.9970427508496801,0.4555984555984556,0.4,2.942,0,0.004,0.031,0.058,0.039,0.012,0.054,0.012,0.05,0.124,0.135,0.031,0.054,0.046,0.066,0.023,0.039,0.015,0.023,0.019,0.019,0.124,0,0.015,0.004,0,0,0,0,5,5,0.5511001245916444,0.4263339484748573,0.41358273220301406,5,0.25111153297532757,0.5267609608592779,0.30729337275935875,5,0.5631917115523002,0.6802989941867198,0.5389051592828725,5,5,0.5448781133503993,0.9160551733522485,0.5571526243155335,5,5,5,5,5,5,5,5,5,5,5,5,0.1
PNKj529yY5c-2520,0.9204297733464094,0.42028985507246375,0.3,2.517,0.01,0.005,0.024,0.014,0.034,0.01,0.053,0.01,0.034,0.155,0.164,0.019,0.068,0.082,0.039,0.019,0.043,0.005,0.043,0.01,0.005,0.106,0,0.029,0,0.005,0,0,0,5,5,0.5328604228186457,0.9072632057813453,5,5,0.3456827683822311,5,0.8686454099424324,5,5,5,5,5,5,5,5,5,5,0.9072632057813453,0.5670258796419819,5,0.5513928821764842,0.9072632057813453,5,0.646535701568498,5,5,5,5,0.1
PNKj529yY5c-2610,0.9734033594852427,0.46017699115044247,0.3,2.658,0.018,0.018,0.04,0.013,0.058,0.004,0.066,0.013,0.053,0.066,0.124,0.031,0.124,0.066,0.013,0.018,0.058,0.022,0.031,0.004,0.004,0.128,0,0.022,0,0,0,0,0,5,5,0.9079231775656438,5,5,5,0.5400762187709025,0.4289578493785989,5,5,0.8859211886238075,5,5,5,5,0.8922314640015375,5,5,5,0.8804759980552034,5,5,0.8998342111427101,0.9112659204861309,5,0.6286737246604692,5,5,5,5,0.1
PNKj529yY5c-2700,0.8860139493014813,0.40540540540540543,0.3125,1.167,0,0.027,0.063,0,0.036,0,0.045,0,0.045,0.126,0.09,0.018,0.225,0.072,0.018,0,0.063,0.018,0.054,0,0,0.081,0,0.009,0,0,0,0,0,5,5,0.8687708287090938,5,5,5,5,0.5024842997956609,5,5,5,5,5,5,5,0.9197845282838519,5,5,5,0.4970030842214026,5,5,0.5627624139957941,5,5,5,5,5,5,5,0.1
